SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
49-3022	2.C.3.c	Design	30.761757067	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.3.d	Building and Construction	11.618950042	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.3.e	Mechanical	61.432890035	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.4.a	Mathematics	38.360693864	17160	Installation, maintenance and repair	33830	2	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.4.b	Physics	28.970920787	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.4.c	Chemistry	27.889577785	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.4.d	Biology	4.1815922288	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.4.e	Psychology	26.041724933	17160	Installation, maintenance and repair	33830	2	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.4.f	Sociology and Anthropology	4.6043456588	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.4.g	Geography	28.309513833	17160	Installation, maintenance and repair	33830	0	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.5.a	Medicine and Dentistry	17.029386501	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.5.b	Therapy and Counseling	20.25198446	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.6	Education and Training	42.466795518	17160	Installation, maintenance and repair	33830	2	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.7.a	English Language	52.696977514	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.7.b	Foreign Language	9.8459560632	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.7.c	Fine Arts	0	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.7.d	History and Archeology	0	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.7.e	Philosophy and Theology	3.8544964047	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.8.a	Public Safety and Security	43.634849136	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.8.b	Law and Government	14.142135654	17160	Installation, maintenance and repair	33830	3	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.9.a	Telecommunications	27.162475245	17160	Installation, maintenance and repair	33830	1	Automotive Glass Installers and Repairers	2	1
49-3022	2.C.9.b	Communications and Media	23.494679639	17160	Installation, maintenance and repair	33830	2	Automotive Glass Installers and Repairers	2	1
49-3023	2.C.1.a	Administration and Management	49.732756388	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.1.b	Clerical	36.961446969	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.1.c	Economics and Accounting	25.16224091	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.1.d	Sales and Marketing	38.684132243	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.1.e	Customer and Personal Service	63.869039617	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.1.f	Personnel and Human Resources	36.501213962	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.10	Transportation	39.779560387	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.2.a	Production and Processing	40.256155941	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.2.b	Food Production	1.4711511294	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.3.a	Computers and Electronics	60.765251728	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.3.b	Engineering and Technology	58.481762856	638080	Installation, maintenance and repair	37850	0	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.3.c	Design	46.465608753	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.3.d	Building and Construction	23.096344361	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.3.e	Mechanical	87.353809341	638080	Installation, maintenance and repair	37850	0	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.4.a	Mathematics	52.071193052	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.4.b	Physics	45.360216761	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.4.c	Chemistry	41.677688676	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.4.d	Biology	5.253116935	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.4.e	Psychology	27.730837242	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.4.f	Sociology and Anthropology	10.22443661	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.4.g	Geography	17.596796758	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.5.a	Medicine and Dentistry	9.3924831209	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.5.b	Therapy and Counseling	9.447942494	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.6	Education and Training	48.458140966	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.7.a	English Language	55.491707899	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.7.b	Foreign Language	13.743190506	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.7.c	Fine Arts	0	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.7.d	History and Archeology	12.683912113	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.7.e	Philosophy and Theology	11.091635764	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.8.a	Public Safety and Security	43.614670936	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.8.b	Law and Government	34.365482684	638080	Installation, maintenance and repair	37850	2	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.9.a	Telecommunications	31.026116511	638080	Installation, maintenance and repair	37850	1	Automotive Service Technicians and Mechanics	3	1
49-3023	2.C.9.b	Communications and Media	27.731514484	638080	Installation, maintenance and repair	37850	3	Automotive Service Technicians and Mechanics	3	1
49-3031	2.C.1.a	Administration and Management	50.878285973	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.1.b	Clerical	40.531468845	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.1.c	Economics and Accounting	28.000000034	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.1.d	Sales and Marketing	22.685426576	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.1.e	Customer and Personal Service	61.813312858	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.1.f	Personnel and Human Resources	30.469655903	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.10	Transportation	63.784460078	251750	Installation, maintenance and repair	44520	0	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.2.a	Production and Processing	49.863815342	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.2.b	Food Production	13.059205724	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.3.a	Computers and Electronics	50.619025312	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.3.b	Engineering and Technology	61.088460315	251750	Installation, maintenance and repair	44520	0	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.3.c	Design	40.140467625	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.3.d	Building and Construction	31.01704665	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.3.e	Mechanical	86.053471707	251750	Installation, maintenance and repair	44520	0	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.4.a	Mathematics	48.008333132	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.4.b	Physics	48.755072809	251750	Installation, maintenance and repair	44520	0	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.4.c	Chemistry	39.678710049	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.4.d	Biology	15.417985331	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.4.e	Psychology	27.095598236	251750	Installation, maintenance and repair	44520	3	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.4.f	Sociology and Anthropology	11.090536498	251750	Installation, maintenance and repair	44520	3	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.4.g	Geography	16.170519437	251750	Installation, maintenance and repair	44520	3	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.5.a	Medicine and Dentistry	14.004081059	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.5.b	Therapy and Counseling	11.263087922	251750	Installation, maintenance and repair	44520	3	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.6	Education and Training	50.513081808	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.7.a	English Language	56.364122953	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.7.b	Foreign Language	19.036806098	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.7.c	Fine Arts	10.430723983	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.7.d	History and Archeology	10.2664505	251750	Installation, maintenance and repair	44520	2	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.7.e	Philosophy and Theology	9.2024839102	251750	Installation, maintenance and repair	44520	3	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.8.a	Public Safety and Security	57.719023189	251750	Installation, maintenance and repair	44520	0	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.8.b	Law and Government	39.098409397	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.9.a	Telecommunications	29.183165931	251750	Installation, maintenance and repair	44520	1	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3031	2.C.9.b	Communications and Media	27.784887365	251750	Installation, maintenance and repair	44520	3	Bus and Truck Mechanics and Diesel Engine Specialists	3	1
49-3041	2.C.1.a	Administration and Management	44.885888401	37080	Installation, maintenance and repair	37050	2	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.1.b	Clerical	32.260102471	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.1.c	Economics and Accounting	19.42163742	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.1.d	Sales and Marketing	44.200840479	37080	Installation, maintenance and repair	37050	1	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.1.e	Customer and Personal Service	61.247973718	37080	Installation, maintenance and repair	37050	2	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.1.f	Personnel and Human Resources	15.607690339	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.10	Transportation	43.824650701	37080	Installation, maintenance and repair	37050	0	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.2.a	Production and Processing	31.521420287	37080	Installation, maintenance and repair	37050	2	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.2.b	Food Production	29.117005717	37080	Installation, maintenance and repair	37050	0	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.3.a	Computers and Electronics	53.569713513	37080	Installation, maintenance and repair	37050	2	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.3.b	Engineering and Technology	51.443449368	37080	Installation, maintenance and repair	37050	1	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.3.c	Design	38.62493783	37080	Installation, maintenance and repair	37050	1	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.3.d	Building and Construction	26.483957326	37080	Installation, maintenance and repair	37050	1	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.3.e	Mechanical	85.389864558	37080	Installation, maintenance and repair	37050	0	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.4.a	Mathematics	44.285760442	37080	Installation, maintenance and repair	37050	2	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.4.b	Physics	53.814762568	37080	Installation, maintenance and repair	37050	0	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.4.c	Chemistry	40.733280235	37080	Installation, maintenance and repair	37050	1	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.4.d	Biology	6.2746653299	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.4.e	Psychology	14.853571022	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.4.f	Sociology and Anthropology	1.6987390011	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.4.g	Geography	17.863770265	37080	Installation, maintenance and repair	37050	2	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.5.a	Medicine and Dentistry	10.51801181	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.5.b	Therapy and Counseling	6.2449977421	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.6	Education and Training	41.914198405	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.7.a	English Language	41.48665953	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.7.b	Foreign Language	8.7308974692	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.7.c	Fine Arts	0	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.7.d	History and Archeology	3.8359204273	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.7.e	Philosophy and Theology	6.5115280765	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.8.a	Public Safety and Security	25.989009371	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.8.b	Law and Government	26.429420309	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.9.a	Telecommunications	21.569820265	37080	Installation, maintenance and repair	37050	2	Farm Equipment Mechanics and Service Technicians	3	1
49-3041	2.C.9.b	Communications and Media	25.495097935	37080	Installation, maintenance and repair	37050	3	Farm Equipment Mechanics and Service Technicians	3	1
49-3042	2.C.1.a	Administration and Management	40.369719648	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.1.b	Clerical	41.496988568	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.1.c	Economics and Accounting	24.414281668	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.1.d	Sales and Marketing	33.632468348	121900	Installation, maintenance and repair	48770	1	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.1.e	Customer and Personal Service	65.707142268	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.1.f	Personnel and Human Resources	29.680200063	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.10	Transportation	44.961890075	121900	Installation, maintenance and repair	48770	0	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.2.a	Production and Processing	44.142626152	121900	Installation, maintenance and repair	48770	1	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.2.b	Food Production	16.016063764	121900	Installation, maintenance and repair	48770	0	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.3.a	Computers and Electronics	60.704199227	121900	Installation, maintenance and repair	48770	1	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.3.b	Engineering and Technology	57.375454839	121900	Installation, maintenance and repair	48770	0	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.3.c	Design	47.385954426	121900	Installation, maintenance and repair	48770	1	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.3.d	Building and Construction	44.689723627	121900	Installation, maintenance and repair	48770	0	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.3.e	Mechanical	94.613498839	121900	Installation, maintenance and repair	48770	0	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.4.a	Mathematics	54.15533084	121900	Installation, maintenance and repair	48770	1	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.4.b	Physics	50.185655158	121900	Installation, maintenance and repair	48770	0	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.4.c	Chemistry	43.76299822	121900	Installation, maintenance and repair	48770	0	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.4.d	Biology	16.124515064	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.4.e	Psychology	23.909352799	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.4.f	Sociology and Anthropology	7.1234020427	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.4.g	Geography	20.359623614	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.5.a	Medicine and Dentistry	16.60980761	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.5.b	Therapy and Counseling	15.775206494	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.6	Education and Training	53.461867947	121900	Installation, maintenance and repair	48770	1	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.7.a	English Language	45.443841829	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.7.b	Foreign Language	13.707140867	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.7.c	Fine Arts	0	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.7.d	History and Archeology	9.0395953719	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.7.e	Philosophy and Theology	7.6922967728	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.8.a	Public Safety and Security	42.981724968	121900	Installation, maintenance and repair	48770	2	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.8.b	Law and Government	25.909733723	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.9.a	Telecommunications	33.710957217	121900	Installation, maintenance and repair	48770	1	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3042	2.C.9.b	Communications and Media	27.477783158	121900	Installation, maintenance and repair	48770	3	Mobile Heavy Equipment Mechanics, Except Engines	3	1
49-3043	2.C.1.a	Administration and Management	40.914546171	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.1.b	Clerical	27.883942443	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.1.c	Economics and Accounting	12.578893467	21410	Installation, maintenance and repair	55570	3	Rail Car Repairers	2	1
49-3043	2.C.1.d	Sales and Marketing	18.175336213	21410	Installation, maintenance and repair	55570	3	Rail Car Repairers	2	1
49-3043	2.C.1.e	Customer and Personal Service	42.743420103	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.1.f	Personnel and Human Resources	25.909733723	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.10	Transportation	32.112748005	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.2.a	Production and Processing	43.42481273	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.2.b	Food Production	11.221153264	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.3.a	Computers and Electronics	14.491376887	21410	Installation, maintenance and repair	55570	3	Rail Car Repairers	2	1
49-3043	2.C.3.b	Engineering and Technology	34.309515072	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.3.c	Design	33.448895015	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.3.d	Building and Construction	35.69113622	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.3.e	Mechanical	70.411038417	21410	Installation, maintenance and repair	55570	0	Rail Car Repairers	2	1
49-3043	2.C.4.a	Mathematics	43.117780047	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.4.b	Physics	30.368687129	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.4.c	Chemistry	30.357864724	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.4.d	Biology	2.4377975289	21410	Installation, maintenance and repair	55570	3	Rail Car Repairers	2	1
49-3043	2.C.4.e	Psychology	34.902311611	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.4.f	Sociology and Anthropology	23.638950437	21410	Installation, maintenance and repair	55570	0	Rail Car Repairers	2	1
49-3043	2.C.4.g	Geography	13.65702323	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.5.a	Medicine and Dentistry	7.1414287421	21410	Installation, maintenance and repair	55570	3	Rail Car Repairers	2	1
49-3043	2.C.5.b	Therapy and Counseling	12.151425536	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.6	Education and Training	43.511575597	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.7.a	English Language	35.205519208	21410	Installation, maintenance and repair	55570	3	Rail Car Repairers	2	1
49-3043	2.C.7.b	Foreign Language	17.060396895	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.7.c	Fine Arts	2.390457192	21410	Installation, maintenance and repair	55570	3	Rail Car Repairers	2	1
49-3043	2.C.7.d	History and Archeology	8.944271929	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.7.e	Philosophy and Theology	12.66265627	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3043	2.C.8.a	Public Safety and Security	56.201168075	21410	Installation, maintenance and repair	55570	0	Rail Car Repairers	2	1
49-3043	2.C.8.b	Law and Government	30.37480054	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.9.a	Telecommunications	23.850726136	21410	Installation, maintenance and repair	55570	1	Rail Car Repairers	2	1
49-3043	2.C.9.b	Communications and Media	19.784553894	21410	Installation, maintenance and repair	55570	2	Rail Car Repairers	2	1
49-3051	2.C.1.a	Administration and Management	51.638854916	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.1.b	Clerical	46.398275912	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.1.c	Economics and Accounting	29.983329721	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.1.d	Sales and Marketing	40.134061034	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.1.e	Customer and Personal Service	70.448766784	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.1.f	Personnel and Human Resources	31.554940825	20440	Installation, maintenance and repair	38280	2	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.10	Transportation	54.214387866	20440	Installation, maintenance and repair	38280	0	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.2.a	Production and Processing	42.135834918	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.2.b	Food Production	10.75174436	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.3.a	Computers and Electronics	61.967732847	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.3.b	Engineering and Technology	59.493096378	20440	Installation, maintenance and repair	38280	0	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.3.c	Design	49.555741555	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.3.d	Building and Construction	44.441293431	20440	Installation, maintenance and repair	38280	0	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.3.e	Mechanical	92.55948027	20440	Installation, maintenance and repair	38280	0	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.4.a	Mathematics	57.128426653	20440	Installation, maintenance and repair	38280	1	Motorboat Mechanics and Service Technicians	3	1
49-3051	2.C.4.b	Physics	54.571578356	20440	Installation, maintenance and repair	38280	0	Motorboat Mechanics and Service Technicians	3	1
